cloud_name,label
VID_20220217_101324_mod4_0_20.ply,0
VID_20220217_101324_mod4_5_19.ply,0
VID_20220217_101324_mod4_8_14.ply,0
VID_20220217_101324_mod4_11_17.ply,0
VID_20220217_101324_mod4_8_16.ply,0
VID_20220217_101324_mod4_2_18.ply,0
VID_20220217_101324_mod4_3_14.ply,0
VID_20220217_101324_mod4_11_21.ply,0
VID_20220217_101324_mod4_5_15.ply,0
VID_20220217_101324_mod4_5_12.ply,0
VID_20220217_101324_mod4_1_10.ply,0
VID_20220217_101324_mod4_3_23.ply,0
VID_20220217_101324_mod4_16_22.ply,0
VID_20220217_101324_mod4_9_21.ply,0
VID_20220217_101324_mod4_4_17.ply,0
VID_20220217_101324_mod4_1_12.ply,0
VID_20220217_101324_mod4_10_20.ply,0
VID_20220217_101324_mod4_11_18.ply,0
VID_20220217_101324_mod4_5_23.ply,0
VID_20220217_101324_mod4_6_17.ply,0
VID_20220217_101324_mod4_2_24.ply,0
VID_20220217_101324_mod4_12_18.ply,0
VID_20220217_101324_mod4_2_11.ply,0
VID_20220217_101324_mod4_13_24.ply,0
VID_20220217_101324_mod4_2_13.ply,0
VID_20220217_101324_mod4_3_24.ply,0
VID_20220217_101324_mod4_1_20.ply,0
VID_20220217_101324_mod4_11_20.ply,0
VID_20220217_101324_mod4_0_11.ply,0
VID_20220217_101324_mod4_7_14.ply,0
VID_20220217_101324_mod4_0_17.ply,0
VID_20220217_101324_mod4_2_14.ply,0
VID_20220217_101324_mod4_2_16.ply,0
VID_20220217_101324_mod4_0_21.ply,0
VID_20220217_101324_mod4_8_21.ply,0
VID_20220217_101324_mod4_10_22.ply,0
VID_20220217_101324_mod4_0_22.ply,0
