,track_id,label,nro_kf,img_name_0,x_0,y_0,r_0,img_name_1,x_1,y_1,r_1
49,10007,val_2,2,VID_20220217_112339_F0.png,395,161,NULL,VID_20220217_112339_F-1.png,441,251,NULL
50,1140,baya,2,VID_20220217_112339_F0.png,859,448,25.84982,VID_20220217_112339_F-1.png,806,490,NULL
51,871,keypoint,2,VID_20220217_112339_F0.png,956,528,NULL,VID_20220217_112339_F-1.png,858,561,NULL
52,1139,baya,2,VID_20220217_112339_F0.png,561,344,23.52743,VID_20220217_112339_F-1.png,569,436,NULL
53,10008,val_2,2,VID_20220217_112339_F0.png,454,160,NULL,VID_20220217_112339_F-1.png,491,254,NULL
54,1138,baya,2,VID_20220217_112339_F0.png,688,436,26.23833,VID_20220217_112339_F-1.png,666,515,NULL
55,10009,cal_2,2,VID_20220217_112339_F0.png,694,154,NULL,VID_20220217_112339_F-1.png,694,268,NULL
56,1136,baya,2,VID_20220217_112339_F0.png,578,308,26.66027,VID_20220217_112339_F-1.png,591,425,NULL
57,873,keypoint,2,VID_20220217_112339_F0.png,600,593,NULL,VID_20220217_112339_F-1.png,602,585,NULL
58,10010,val_1,2,VID_20220217_112339_F0.png,306,163,NULL,VID_20220217_112339_F-1.png,365,246,NULL
59,1132,baya,2,VID_20220217_112339_F0.png,834,423,27.50873,VID_20220217_112339_F-1.png,782,488,NULL
60,1121,baya,2,VID_20220217_112339_F0.png,873,345,25.2127,VID_20220217_112339_F-1.png,796,418,NULL
61,1131,baya,2,VID_20220217_112339_F0.png,786,421,26.0,VID_20220217_112339_F-1.png,747,496,NULL
62,1126,baya,2,VID_20220217_112339_F0.png,844,306,26.07393,VID_20220217_112339_F-1.png,776,389,NULL
63,1135,baya,2,VID_20220217_112339_F0.png,614,284,26.4849,VID_20220217_112339_F-1.png,618,397,NULL
64,1122,baya,2,VID_20220217_112339_F0.png,881,377,24.24046,VID_20220217_112339_F-1.png,816,454,NULL
65,1127,baya,2,VID_20220217_112339_F0.png,731,280,24.78144,VID_20220217_112339_F-1.png,713,399,NULL
66,1128,baya,2,VID_20220217_112339_F0.png,727,335,27.67255,VID_20220217_112339_F-1.png,699,469,NULL
67,1123,baya,2,VID_20220217_112339_F0.png,810,357,26.54807,VID_20220217_112339_F-1.png,766,459,NULL
68,1119,baya,2,VID_20220217_112339_F0.png,910,391,23.46167,VID_20220217_112339_F-1.png,848,455,NULL
69,1137,baya,2,VID_20220217_112339_F0.png,676,368,27.54959,VID_20220217_112339_F-1.png,662,480,NULL
70,1134,baya,2,VID_20220217_112339_F0.png,662,284,27.19357,VID_20220217_112339_F-1.png,657,401,NULL
71,872,keypoint,2,VID_20220217_112339_F0.png,918,665,NULL,VID_20220217_112339_F-1.png,814,649,NULL
72,1118,baya,2,VID_20220217_112339_F0.png,938,428,23.60085,VID_20220217_112339_F-1.png,863,478,NULL
73,1133,baya,2,VID_20220217_112339_F0.png,686,325,31.17002,VID_20220217_112339_F-1.png,673,443,NULL
74,1125,baya,2,VID_20220217_112339_F0.png,768,284,27.23061,VID_20220217_112339_F-1.png,744,385,NULL
75,10011,cal_1,2,VID_20220217_112339_F0.png,633,155,NULL,VID_20220217_112339_F-1.png,643,264,NULL
76,1124,baya,2,VID_20220217_112339_F0.png,784,313,26.319,VID_20220217_112339_F-1.png,749,428,NULL
77,10012,cal_2,2,VID_20220217_112310_F0.png,541,172,NULL,VID_20220217_112310_F-1.png,548,375,NULL
78,3140,baya,2,VID_20220217_112310_F0.png,604,516,23.27823,VID_20220217_112310_F-1.png,615,649,NULL
79,10013,val_1,2,VID_20220217_112310_F0.png,315,163,NULL,VID_20220217_112310_F-1.png,320,369,NULL
80,3111,baya,2,VID_20220217_112310_F0.png,940,313,27.45455,VID_20220217_112310_F-1.png,933,535,NULL
81,3109,baya,2,VID_20220217_112310_F0.png,938,389,26.72314,VID_20220217_112310_F-1.png,912,621,NULL
82,3108,baya,2,VID_20220217_112310_F0.png,877,399,27.49129,VID_20220217_112310_F-1.png,862,652,NULL
83,3106,baya,2,VID_20220217_112310_F0.png,892,319,23.90233,VID_20220217_112310_F-1.png,880,584,NULL
84,3110,baya,2,VID_20220217_112310_F0.png,931,360,27.29288,VID_20220217_112310_F-1.png,926,582,NULL
85,3133,baya,2,VID_20220217_112310_F0.png,645,447,24.34952,VID_20220217_112310_F-1.png,656,637,NULL
86,3118,baya,2,VID_20220217_112310_F0.png,802,351,27.48236,VID_20220217_112310_F-1.png,795,624,NULL
87,3127,baya,2,VID_20220217_112310_F0.png,650,278,26.16621,VID_20220217_112310_F-1.png,660,527,NULL
88,10014,val_2,2,VID_20220217_112310_F0.png,456,169,NULL,VID_20220217_112310_F-1.png,462,373,NULL
89,3112,baya,2,VID_20220217_112310_F0.png,939,286,26.87423,VID_20220217_112310_F-1.png,937,506,NULL
90,3125,baya,2,VID_20220217_112310_F0.png,683,241,27.37818,VID_20220217_112310_F-1.png,690,493,NULL
91,3139,baya,2,VID_20220217_112310_F0.png,581,472,24.15854,VID_20220217_112310_F-1.png,604,631,NULL
92,3114,baya,2,VID_20220217_112310_F0.png,987,367,26.5602,VID_20220217_112310_F-1.png,966,590,NULL
93,3141,baya,2,VID_20220217_112310_F0.png,658,362,26.16987,VID_20220217_112310_F-1.png,667,579,NULL
94,3129,baya,2,VID_20220217_112310_F0.png,694,361,26.31158,VID_20220217_112310_F-1.png,699,607,NULL
95,3117,baya,2,VID_20220217_112310_F0.png,841,322,29.96681,VID_20220217_112310_F-1.png,833,581,NULL
96,10015,val_1,2,VID_20220217_112310_F0.png,371,165,NULL,VID_20220217_112310_F-1.png,377,371,NULL
97,3134,baya,2,VID_20220217_112310_F0.png,661,519,23.36193,VID_20220217_112310_F-1.png,675,682,NULL
98,3113,baya,2,VID_20220217_112310_F0.png,984,322,27.09899,VID_20220217_112310_F-1.png,975,543,NULL
99,3138,baya,2,VID_20220217_112310_F0.png,556,385,23.54151,VID_20220217_112310_F-1.png,576,571,NULL
100,3115,baya,2,VID_20220217_112310_F0.png,978,298,22.06383,VID_20220217_112310_F-1.png,974,493,NULL
101,3124,baya,2,VID_20220217_112310_F0.png,713,265,26.11033,VID_20220217_112310_F-1.png,719,533,NULL
102,3122,baya,2,VID_20220217_112310_F0.png,827,379,27.81596,VID_20220217_112310_F-1.png,825,626,NULL
103,3123,baya,2,VID_20220217_112310_F0.png,839,432,27.36329,VID_20220217_112310_F-1.png,826,657,NULL
104,3135,baya,2,VID_20220217_112310_F0.png,618,489,23.99101,VID_20220217_112310_F-1.png,635,658,NULL
105,3121,baya,2,VID_20220217_112310_F0.png,763,253,28.17912,VID_20220217_112310_F-1.png,767,518,NULL
106,3107,baya,2,VID_20220217_112310_F0.png,873,354,26.10111,VID_20220217_112310_F-1.png,861,622,NULL
107,3132,baya,2,VID_20220217_112310_F0.png,677,408,26.44431,VID_20220217_112310_F-1.png,683,632,NULL
108,10016,val_2,2,VID_20220217_112310_F0.png,399,166,NULL,VID_20220217_112310_F-1.png,405,372,NULL
109,3137,baya,2,VID_20220217_112310_F0.png,597,423,26.01622,VID_20220217_112310_F-1.png,615,611,NULL
110,10017,cal_1,2,VID_20220217_112310_F0.png,485,170,NULL,VID_20220217_112310_F-1.png,491,373,NULL
111,3116,baya,2,VID_20220217_112310_F0.png,872,284,24.7422,VID_20220217_112310_F-1.png,868,540,NULL
112,3126,baya,2,VID_20220217_112310_F0.png,713,211,24.76525,VID_20220217_112310_F-1.png,720,448,NULL
113,3130,baya,2,VID_20220217_112310_F0.png,738,393,26.99468,VID_20220217_112310_F-1.png,739,633,NULL
114,3120,baya,2,VID_20220217_112310_F0.png,805,291,26.13262,VID_20220217_112310_F-1.png,804,543,NULL
115,3136,baya,2,VID_20220217_112310_F0.png,599,373,25.71327,VID_20220217_112310_F-1.png,615,581,NULL
116,3119,baya,2,VID_20220217_112310_F0.png,777,313,26.8185,VID_20220217_112310_F-1.png,775,584,NULL
117,3128,baya,2,VID_20220217_112310_F0.png,686,315,26.66333,VID_20220217_112310_F-1.png,691,563,NULL
118,3131,baya,2,VID_20220217_112310_F0.png,716,442,28.17288,VID_20220217_112310_F-1.png,719,663,NULL
119,10018,val_2,2,VID_20220217_112247_F0.png,380,170,NULL,VID_20220217_112247_F-1.png,325,285,NULL
120,10019,val_1,2,VID_20220217_112247_F0.png,352,169,NULL,VID_20220217_112247_F-1.png,299,284,NULL
121,867,keypoint,2,VID_20220217_112247_F0.png,878,513,NULL,VID_20220217_112247_F-1.png,763,582,NULL
122,10020,cal_2,2,VID_20220217_112247_F0.png,655,174,NULL,VID_20220217_112247_F-1.png,589,300,NULL
123,868,keypoint,2,VID_20220217_112247_F0.png,835,631,NULL,VID_20220217_112247_F-1.png,718,666,NULL
124,1146,baya,2,VID_20220217_112247_F0.png,623,304,21.27769,VID_20220217_112247_F-1.png,555,456,NULL
125,1156,baya,2,VID_20220217_112247_F0.png,918,375,20.35387,VID_20220217_112247_F-1.png,803,502,NULL
126,1141,baya,2,VID_20220217_112247_F0.png,636,224,19.88291,VID_20220217_112247_F-1.png,569,371,NULL
127,1169,baya,2,VID_20220217_112247_F0.png,643,460,15.70637,VID_20220217_112247_F-1.png,577,528,NULL
128,1147,baya,2,VID_20220217_112247_F0.png,575,309,15.6016,VID_20220217_112247_F-1.png,518,427,NULL
129,1165,baya,2,VID_20220217_112247_F0.png,722,390,21.16979,VID_20220217_112247_F-1.png,639,517,NULL
130,1170,baya,2,VID_20220217_112247_F0.png,599,337,18.48351,VID_20220217_112247_F-1.png,534,478,NULL
131,1157,baya,2,VID_20220217_112247_F0.png,967,385,20.10696,VID_20220217_112247_F-1.png,849,492,NULL
132,1152,baya,2,VID_20220217_112247_F0.png,804,314,19.93314,VID_20220217_112247_F-1.png,712,459,NULL
133,1163,baya,2,VID_20220217_112247_F0.png,817,385,19.54329,VID_20220217_112247_F-1.png,714,525,NULL
134,1155,baya,2,VID_20220217_112247_F0.png,894,349,17.83928,VID_20220217_112247_F-1.png,789,475,NULL
135,1160,baya,2,VID_20220217_112247_F0.png,876,384,22.01931,VID_20220217_112247_F-1.png,768,516,NULL
136,1150,baya,2,VID_20220217_112247_F0.png,768,361,23.51276,VID_20220217_112247_F-1.png,675,520,NULL
137,1149,baya,2,VID_20220217_112247_F0.png,738,298,20.63032,VID_20220217_112247_F-1.png,656,461,NULL
138,1144,baya,2,VID_20220217_112247_F0.png,690,272,18.99316,VID_20220217_112247_F-1.png,616,418,NULL
139,1171,baya,2,VID_20220217_112247_F0.png,582,393,20.19208,VID_20220217_112247_F-1.png,522,498,NULL
140,1151,baya,2,VID_20220217_112247_F0.png,791,336,19.42807,VID_20220217_112247_F-1.png,697,487,NULL
141,1153,baya,2,VID_20220217_112247_F0.png,825,349,21.93468,VID_20220217_112247_F-1.png,727,492,NULL
142,1143,baya,2,VID_20220217_112247_F0.png,629,265,20.45532,VID_20220217_112247_F-1.png,562,393,NULL
143,1154,baya,2,VID_20220217_112247_F0.png,860,352,21.57962,VID_20220217_112247_F-1.png,758,487,NULL
144,1142,baya,2,VID_20220217_112247_F0.png,682,228,18.06931,VID_20220217_112247_F-1.png,613,349,NULL
145,1162,baya,2,VID_20220217_112247_F0.png,841,455,22.88449,VID_20220217_112247_F-1.png,738,534,NULL
146,1158,baya,2,VID_20220217_112247_F0.png,938,398,20.79351,VID_20220217_112247_F-1.png,824,513,NULL
147,1166,baya,2,VID_20220217_112247_F0.png,694,355,16.82676,VID_20220217_112247_F-1.png,616,495,NULL
148,1148,baya,2,VID_20220217_112247_F0.png,682,319,20.5117,VID_20220217_112247_F-1.png,610,449,NULL
149,1168,baya,2,VID_20220217_112247_F0.png,666,424,23.70021,VID_20220217_112247_F-1.png,597,512,NULL
150,1161,baya,2,VID_20220217_112247_F0.png,891,447,19.19088,VID_20220217_112247_F-1.png,782,537,NULL
151,1164,baya,2,VID_20220217_112247_F0.png,812,439,22.00568,VID_20220217_112247_F-1.png,713,540,NULL
152,1159,baya,2,VID_20220217_112247_F0.png,935,431,21.24618,VID_20220217_112247_F-1.png,816,529,NULL
153,1167,baya,2,VID_20220217_112247_F0.png,670,372,19.18463,VID_20220217_112247_F-1.png,595,489,NULL
154,1145,baya,2,VID_20220217_112247_F0.png,726,254,19.13792,VID_20220217_112247_F-1.png,650,402,NULL
155,869,keypoint,2,VID_20220217_112247_F0.png,552,566,NULL,VID_20220217_112247_F-1.png,506,614,NULL
156,10021,val_2,2,VID_20220217_112247_F0.png,435,171,NULL,VID_20220217_112247_F-1.png,378,288,NULL
157,10022,cal_1,2,VID_20220217_112247_F0.png,600,173,NULL,VID_20220217_112247_F-1.png,537,297,NULL
158,10023,val_1,2,VID_20220217_112247_F0.png,297,168,NULL,VID_20220217_112247_F-1.png,246,281,NULL
159,870,keypoint,2,VID_20220217_112247_F0.png,416,623,NULL,VID_20220217_112247_F-1.png,408,606,NULL
160,1182,baya,2,VID_20220217_112220_F0.png,761,318,23.66981,VID_20220217_112220_F-1.png,721,448,NULL
161,10024,val_1,2,VID_20220217_112220_F0.png,336,170,NULL,VID_20220217_112220_F-1.png,358,279,NULL
162,10025,cal_1,2,VID_20220217_112220_F0.png,601,168,NULL,VID_20220217_112220_F-1.png,595,293,NULL
163,863,keypoint,2,VID_20220217_112220_F0.png,911,533,NULL,VID_20220217_112220_F-1.png,826,583,NULL
164,10026,val_2,2,VID_20220217_112220_F0.png,365,170,NULL,VID_20220217_112220_F-1.png,384,280,NULL
165,10027,cal_2,2,VID_20220217_112220_F0.png,660,168,NULL,VID_20220217_112220_F-1.png,649,296,NULL
166,865,keypoint,2,VID_20220217_112220_F0.png,556,595,NULL,VID_20220217_112220_F-1.png,564,612,NULL
167,1181,baya,2,VID_20220217_112220_F0.png,735,309,27.85678,VID_20220217_112220_F-1.png,706,417,NULL
168,1193,baya,2,VID_20220217_112220_F0.png,825,325,23.88912,VID_20220217_112220_F-1.png,779,440,NULL
169,1192,baya,2,VID_20220217_112220_F0.png,851,353,26.38788,VID_20220217_112220_F-1.png,794,480,NULL
170,1175,baya,2,VID_20220217_112220_F0.png,643,208,21.15396,VID_20220217_112220_F-1.png,632,328,NULL
171,1191,baya,2,VID_20220217_112220_F0.png,871,440,24.76308,VID_20220217_112220_F-1.png,799,530,NULL
172,1195,baya,2,VID_20220217_112220_F0.png,924,447,21.66679,VID_20220217_112220_F-1.png,846,517,NULL
173,1173,baya,2,VID_20220217_112220_F0.png,675,248,24.82841,VID_20220217_112220_F-1.png,657,394,NULL
174,1197,baya,2,VID_20220217_112220_F0.png,943,378,24.19607,VID_20220217_112220_F-1.png,876,485,NULL
175,1200,baya,2,VID_20220217_112220_F0.png,636,293,13.94023,VID_20220217_112220_F-1.png,623,434,NULL
176,1180,baya,2,VID_20220217_112220_F0.png,698,303,22.35442,VID_20220217_112220_F-1.png,675,429,NULL
177,1179,baya,2,VID_20220217_112220_F0.png,654,317,23.22154,VID_20220217_112220_F-1.png,636,459,NULL
178,1178,baya,2,VID_20220217_112220_F0.png,559,294,24.05598,VID_20220217_112220_F-1.png,559,425,NULL
179,1196,baya,2,VID_20220217_112220_F0.png,956,418,21.99659,VID_20220217_112220_F-1.png,872,519,NULL
180,1189,baya,2,VID_20220217_112220_F0.png,765,428,25.34423,VID_20220217_112220_F-1.png,722,515,NULL
181,1186,baya,2,VID_20220217_112220_F0.png,656,436,25.74743,VID_20220217_112220_F-1.png,637,523,NULL
182,1185,baya,2,VID_20220217_112220_F0.png,605,409,26.50453,VID_20220217_112220_F-1.png,594,522,NULL
183,1188,baya,2,VID_20220217_112220_F0.png,721,379,24.84713,VID_20220217_112220_F-1.png,688,493,NULL
184,1174,baya,2,VID_20220217_112220_F0.png,669,207,23.32145,VID_20220217_112220_F-1.png,653,353,NULL
185,1183,baya,2,VID_20220217_112220_F0.png,687,344,24.22437,VID_20220217_112220_F-1.png,661,466,NULL
186,1187,baya,2,VID_20220217_112220_F0.png,702,409,25.6784,VID_20220217_112220_F-1.png,671,532,NULL
187,1199,baya,2,VID_20220217_112220_F0.png,866,349,25.39488,VID_20220217_112220_F-1.png,813,453,NULL
188,1172,baya,2,VID_20220217_112220_F0.png,619,257,22.98391,VID_20220217_112220_F-1.png,606,416,NULL
189,1176,baya,2,VID_20220217_112220_F0.png,611,224,22.19955,VID_20220217_112220_F-1.png,600,363,NULL
190,1184,baya,2,VID_20220217_112220_F0.png,604,394,24.24912,VID_20220217_112220_F-1.png,600,475,NULL
191,1198,baya,2,VID_20220217_112220_F0.png,920,339,24.82841,VID_20220217_112220_F-1.png,850,472,NULL
192,1190,baya,2,VID_20220217_112220_F0.png,826,433,18.31529,VID_20220217_112220_F-1.png,769,523,NULL
193,1177,baya,2,VID_20220217_112220_F0.png,578,252,25.60703,VID_20220217_112220_F-1.png,573,390,NULL
194,866,keypoint,2,VID_20220217_112220_F0.png,413,654,NULL,VID_20220217_112220_F-1.png,467,601,NULL
195,864,keypoint,2,VID_20220217_112220_F0.png,866,665,NULL,VID_20220217_112220_F-1.png,780,672,NULL
196,1194,baya,2,VID_20220217_112220_F0.png,885,446,19.06545,VID_20220217_112220_F-1.png,818,517,NULL
197,10028,val_1,2,VID_20220217_112220_F0.png,278,170,NULL,VID_20220217_112220_F-1.png,306,275,NULL
198,10029,val_2,2,VID_20220217_112220_F0.png,424,170,NULL,VID_20220217_112220_F-1.png,436,284,NULL
199,3168,baya,2,VID_20220217_112149_F0.png,573,274,28.17651,VID_20220217_112149_F-1.png,519,392,NULL
200,3163,baya,2,VID_20220217_112149_F0.png,591,337,29.67599,VID_20220217_112149_F-1.png,534,474,NULL
201,3143,baya,2,VID_20220217_112149_F0.png,808,362,29.46769,VID_20220217_112149_F-1.png,726,503,NULL
202,3156,baya,2,VID_20220217_112149_F0.png,669,316,25.8383,VID_20220217_112149_F-1.png,605,440,NULL
203,10030,val_2,2,VID_20220217_112149_F0.png,364,190,NULL,VID_20220217_112149_F-1.png,314,268,NULL
204,3171,baya,2,VID_20220217_112149_F0.png,548,347,27.49907,VID_20220217_112149_F-1.png,494,462,NULL
205,3174,baya,2,VID_20220217_112149_F0.png,556,401,25.13146,VID_20220217_112149_F-1.png,504,499,NULL
206,3144,baya,2,VID_20220217_112149_F0.png,756,349,26.2827,VID_20220217_112149_F-1.png,678,490,NULL
207,3148,baya,2,VID_20220217_112149_F0.png,847,456,25.15971,VID_20220217_112149_F-1.png,755,561,NULL
208,3504,keypoint,2,VID_20220217_112149_F0.png,565,625,NULL,VID_20220217_112149_F-1.png,521,638,NULL
209,3153,baya,2,VID_20220217_112149_F0.png,735,305,25.35117,VID_20220217_112149_F-1.png,665,438,NULL
210,10031,cal_2,2,VID_20220217_112149_F0.png,515,190,NULL,VID_20220217_112149_F-1.png,462,272,NULL
211,3170,baya,2,VID_20220217_112149_F0.png,545,263,27.2713,VID_20220217_112149_F-1.png,495,361,NULL
212,3507,keypoint,2,VID_20220217_112149_F0.png,420,681,NULL,VID_20220217_112149_F-1.png,412,636,NULL
213,3162,baya,2,VID_20220217_112149_F0.png,636,358,26.34215,VID_20220217_112149_F-1.png,575,459,NULL
214,3159,baya,2,VID_20220217_112149_F0.png,768,429,27.28545,VID_20220217_112149_F-1.png,687,539,NULL
215,3172,baya,2,VID_20220217_112149_F0.png,550,312,24.41929,VID_20220217_112149_F-1.png,494,412,NULL
216,3149,baya,2,VID_20220217_112149_F0.png,882,437,28.10705,VID_20220217_112149_F-1.png,796,537,NULL
217,3165,baya,2,VID_20220217_112149_F0.png,600,407,27.893,VID_20220217_112149_F-1.png,542,518,NULL
218,3154,baya,2,VID_20220217_112149_F0.png,696,271,29.1579,VID_20220217_112149_F-1.png,632,407,NULL
219,3177,baya,2,VID_20220217_112149_F0.png,595,325,26.27062,VID_20220217_112149_F-1.png,536,431,NULL
220,3506,keypoint,2,VID_20220217_112149_F0.png,304,484,NULL,VID_20220217_112149_F-1.png,298,524,NULL
221,3157,baya,2,VID_20220217_112149_F0.png,665,261,26.27567,VID_20220217_112149_F-1.png,605,374,NULL
222,3160,baya,2,VID_20220217_112149_F0.png,739,390,27.20948,VID_20220217_112149_F-1.png,664,516,NULL
223,3175,baya,2,VID_20220217_112149_F0.png,657,328,28.10697,VID_20220217_112149_F-1.png,590,414,NULL
224,3152,baya,2,VID_20220217_112149_F0.png,827,320,24.53485,VID_20220217_112149_F-1.png,748,455,NULL
225,3158,baya,2,VID_20220217_112149_F0.png,729,257,23.02628,VID_20220217_112149_F-1.png,665,376,NULL
226,3161,baya,2,VID_20220217_112149_F0.png,798,467,26.54929,VID_20220217_112149_F-1.png,704,562,NULL
227,3166,baya,2,VID_20220217_112149_F0.png,610,414,25.97339,VID_20220217_112149_F-1.png,559,494,NULL
228,3502,keypoint,2,VID_20220217_112149_F0.png,1013,598,NULL,VID_20220217_112149_F-1.png,874,655,NULL
229,10032,cal_1,2,VID_20220217_112149_F0.png,454,190,NULL,VID_20220217_112149_F-1.png,403,271,NULL
230,3176,baya,2,VID_20220217_112149_F0.png,825,298,24.52565,VID_20220217_112149_F-1.png,750,414,NULL
231,3164,baya,2,VID_20220217_112149_F0.png,664,419,26.36728,VID_20220217_112149_F-1.png,600,523,NULL
232,10033,val_1,2,VID_20220217_112149_F0.png,274,190,NULL,VID_20220217_112149_F-1.png,226,263,NULL
233,3173,baya,2,VID_20220217_112149_F0.png,516,355,24.64578,VID_20220217_112149_F-1.png,469,438,NULL
234,3151,baya,2,VID_20220217_112149_F0.png,866,335,25.73807,VID_20220217_112149_F-1.png,783,454,NULL
235,3155,baya,2,VID_20220217_112149_F0.png,706,334,27.51518,VID_20220217_112149_F-1.png,635,474,NULL
236,3142,baya,2,VID_20220217_112149_F0.png,786,307,30.81793,VID_20220217_112149_F-1.png,708,459,NULL
237,3145,baya,2,VID_20220217_112149_F0.png,857,361,28.75739,VID_20220217_112149_F-1.png,769,495,NULL
238,10034,val_1,2,VID_20220217_112149_F0.png,334,190,NULL,VID_20220217_112149_F-1.png,285,266,NULL
